Country or Area,Year,Age of mother,Value
American Samoa,1968,25 - 29,244
American Samoa,1968,30 - 34,193
American Samoa,1968,35 - 39,138
American Samoa,1968,40 - 44,37
American Samoa,1968,45 - 49,5
American Samoa,1968,50 +,0
American Samoa,1968,Unknown,3
American Samoa,1967,Total,1015
American Samoa,1967,0 - 14,2
American Samoa,1967,15 - 19,86
American Samoa,1967,20 - 24,317
American Samoa,1967,25 - 29,252
American Samoa,1967,30 - 34,170
American Samoa,1967,35 - 39,133
American Samoa,1967,40 - 44,41
American Samoa,1967,45 - 49,8
American Samoa,1967,50 +,0
American Samoa,1967,Unknown,6
American Samoa,1966,Total,996
American Samoa,1966,0 - 14,0
American Samoa,1966,15 - 19,71
American Samoa,1966,20 - 24,307
American Samoa,1966,25 - 29,259
American Samoa,1966,30 - 34,180
American Samoa,1966,35 - 39,126
American Samoa,1966,40 - 44,45
American Samoa,1966,45 - 49,5
American Samoa,1966,50 +,0
American Samoa,1966,Unknown,3
American Samoa,1965,Total,1072
American Samoa,1965,0 - 14,3
American Samoa,1965,15 - 19,81
American Samoa,1965,20 - 24,328
American Samoa,1965,25 - 29,279
American Samoa,1965,30 - 34,189
American Samoa,1965,35 - 39,150
American Samoa,1965,40 - 44,33
American Samoa,1965,45 - 49,8
American Samoa,1965,50 +,1
American Samoa,1965,Unknown,0
Andorra,2010,Total,828
Andorra,2010,12,0
Andorra,2010,13,0
Andorra,2010,14,0
Andorra,2010,15,0
Andorra,2010,16,0
Andorra,2010,17,1
Andorra,2010,18,2
Andorra,2010,19,5
Andorra,2010,20,10
Andorra,2010,21,11
Andorra,2010,22,13
Andorra,2010,23,16
Andorra,2010,24,19
Andorra,2010,25,28
Andorra,2010,26,34
Andorra,2010,27,42
Andorra,2010,28,59
Andorra,2010,29,60
Andorra,2010,30,61
Andorra,2010,31,56
Andorra,2010,32,61
Andorra,2010,33,73
Andorra,2010,34,54
Andorra,2010,35,52
Andorra,2010,36,46
Andorra,2010,37,40
Andorra,2010,38,28
Andorra,2010,39,15
Andorra,2010,40,20
Andorra,2010,41,8
Andorra,2010,42,4
Andorra,2010,43,2
Andorra,2010,44,5
Andorra,2010,45,2
Andorra,2010,46,0
Andorra,2010,47,0
Andorra,2010,48,1
Andorra,2010,49,0
Andorra,2010,50 +,0
Andorra,2009,Total,838
Andorra,2009,12,0
Andorra,2009,13,0
Andorra,2009,14,0
Andorra,2009,15,0
Andorra,2009,16,0
Andorra,2009,17,4
Andorra,2009,18,1
Andorra,2009,19,4
Andorra,2009,20,5
Andorra,2009,21,9
Andorra,2009,22,16
Andorra,2009,23,14
Andorra,2009,24,30
Andorra,2009,25,27
Andorra,2009,26,35
Andorra,2009,27,35
Andorra,2009,28,53
Andorra,2009,29,58
Andorra,2009,30,49
Andorra,2009,31,65
Andorra,2009,32,58
Andorra,2009,33,70
Andorra,2009,34,61
Andorra,2009,35,60
Andorra,2009,36,56
Andorra,2009,37,43
Andorra,2009,38,28
Andorra,2009,39,18
Andorra,2009,40,11
Andorra,2009,41,12
Andorra,2009,42,5
Andorra,2009,43,5
Andorra,2009,44,3
Andorra,2009,45,2
Andorra,2009,46,0
Andorra,2009,47,1
Andorra,2009,48,0
Andorra,2009,49,0
Andorra,2009,50 +,0
Andorra,2009,Unknown,0
Andorra,2008,Total,875
Andorra,2008,16,1
Andorra,2008,17,2
Andorra,2008,18,5
Andorra,2008,19,8
Andorra,2008,20,5
Andorra,2008,21,22
Andorra,2008,22,19
Andorra,2008,23,26
Andorra,2008,24,22
Andorra,2008,25,30
Andorra,2008,26,35
Andorra,2008,27,54
Andorra,2008,28,53
Andorra,2008,29,40
Andorra,2008,30,65
Andorra,2008,31,73
Andorra,2008,32,55
Andorra,2008,33,76
Andorra,2008,34,58
Andorra,2008,35,64
Andorra,2008,36,39
Andorra,2008,37,34
Andorra,2008,38,28
Andorra,2008,39,15
Andorra,2008,40,18
Andorra,2008,41,13
Andorra,2008,42,4
Andorra,2008,43,5
Andorra,2008,44,4
Andorra,2008,45,2
Andorra,2007,Total,826
Andorra,2007,12,0
Andorra,2007,13,0
Andorra,2007,14,0
Andorra,2007,15,0
Andorra,2007,16,2
Andorra,2007,17,2
Andorra,2007,18,4
Andorra,2007,19,5
Andorra,2007,20,8
Andorra,2007,21,13
Andorra,2007,22,16
Andorra,2007,23,20
Andorra,2007,24,30
Andorra,2007,25,35
Andorra,2007,26,40
Andorra,2007,27,41
Andorra,2007,28,52
Andorra,2007,29,55
Andorra,2007,30,65
Andorra,2007,31,65
Andorra,2007,32,72
Andorra,2007,33,52
Andorra,2007,34,54
Andorra,2007,35,60
Andorra,2007,36,39
Andorra,2007,37,26
Andorra,2007,38,20
Andorra,2007,39,18
Andorra,2007,40,15
Andorra,2007,41,5
Andorra,2007,42,6
Andorra,2007,43,5
Andorra,2007,44,0
Andorra,2007,45,1
Andorra,2007,46,0
Andorra,2007,47,0
Andorra,2007,48,0
Andorra,2007,49,0
Andorra,2007,50 +,0
Andorra,2007,Unknown,0
Andorra,2006,Total,843
Andorra,2006,0 - 14,0
Andorra,2006,15 - 19,19
Andorra,2006,20 - 24,93
Andorra,2006,25 - 29,219
Andorra,2006,30 - 34,322
Andorra,2006,35 - 39,142
Andorra,2006,40 - 44,46
Andorra,2006,45 - 49,1
Andorra,2006,50 +,1
Andorra,2004,Total,814
Andorra,2004,15 - 19,9
Andorra,2004,20 - 24,79
Andorra,2004,25 - 29,209
Andorra,2004,30 - 34,309
Andorra,2004,35 - 39,169
Andorra,2004,40 - 44,36
Andorra,2004,45 - 49,3
Andorra,2003,Total,721
Andorra,2003,15 - 19,13
Andorra,2003,20 - 24,95
Andorra,2003,25 - 29,201
Andorra,2003,30 - 34,265
Andorra,2003,35 - 39,127
Andorra,2003,40 - 44,19
Andorra,2003,45 - 49,1
Andorra,2002,Total,749
Andorra,2002,15 - 19,12
Andorra,2002,20 - 24,93
Andorra,2002,25 - 29,233
Andorra,2002,30 - 34,284
Andorra,2002,35 - 39,110
Andorra,2002,40 - 44,16
Andorra,2002,45 - 49,1
Anguilla,2006,Total,183
Anguilla,2006,0 - 14,2
Anguilla,2006,15 - 19,26
Anguilla,2006,20 - 24,56
Anguilla,2006,25 - 29,42
Anguilla,2006,30 - 34,26
Anguilla,2006,35 - 39,27
Anguilla,2006,40 +,4
Anguilla,2005,Total,167
Anguilla,2005,0 - 14,3
Anguilla,2005,15 - 19,21
Anguilla,2005,20 - 24,47
Anguilla,2005,25 - 29,46
Anguilla,2005,30 - 34,29
Anguilla,2005,35 - 39,16
Anguilla,2005,40 +,4
Anguilla,2005,Unknown,1
Anguilla,2004,Total,164
Anguilla,2004,0 - 14,1
Anguilla,2004,15 - 19,25
Anguilla,2004,20 - 24,47
Anguilla,2004,25 - 29,35
Anguilla,2004,30 - 34,26
Anguilla,2004,35 - 39,25
Anguilla,2004,40 +,5
Anguilla,2003,Total,139
Anguilla,2003,15 - 19,25
Anguilla,2003,20 - 24,41
Anguilla,2003,25 - 29,32
Anguilla,2003,30 - 34,28
Anguilla,2003,35 - 39,9
Anguilla,2003,40 +,4
Anguilla,2002,Total,169
Anguilla,2002,0 - 14,1
Anguilla,2002,15 - 19,22
Anguilla,2002,20 - 24,42
Anguilla,2002,25 - 29,41
Anguilla,2002,30 - 34,40
Anguilla,2002,35 - 39,16
Anguilla,2002,40 +,7
Anguilla,2001,Total,183
Anguilla,2001,0 - 14,1
Anguilla,2001,15 - 19,29
Anguilla,2001,20 - 24,56
Anguilla,2001,25 - 29,44
Anguilla,2001,30 - 34,25
Anguilla,2001,35 - 39,20
Anguilla,2001,40 +,7
Anguilla,2001,Unknown,1
Anguilla,2000,Total,193
Anguilla,2000,0 - 14,2
Anguilla,2000,15 - 19,35
Anguilla,2000,20 - 24,48
Anguilla,2000,25 - 29,42
Anguilla,2000,30 - 34,43
Anguilla,2000,35 - 39,17
Anguilla,2000,40 +,6
Anguilla,1999,Total,176
Anguilla,1999,0 - 14,1
Anguilla,1999,15 - 19,28
Anguilla,1999,20 - 24,42
Anguilla,1999,25 - 29,43
Anguilla,1999,30 - 34,35
Anguilla,1999,35 - 39,22
Anguilla,1999,40 +,4
Anguilla,1999,Unknown,1
Anguilla,1998,Total,155
Anguilla,1998,15 - 19,27
Anguilla,1998,20 - 24,29
Anguilla,1998,25 - 29,38
Anguilla,1998,30 - 34,34
Anguilla,1998,35 - 39,20
Anguilla,1998,40 +,7
Anguilla,1997,Total,169
Anguilla,1997,0 - 14,2
Anguilla,1997,15 - 19,22
Anguilla,1997,20 - 24,49
Anguilla,1997,25 - 29,54
Anguilla,1997,30 - 34,28
Anguilla,1997,35 - 39,12
Anguilla,1997,40 +,2
Anguilla,1996,Total,161
Anguilla,1996,0 - 14,1
Anguilla,1996,15 - 19,22
Anguilla,1996,20 - 24,40
Anguilla,1996,25 - 29,44
Anguilla,1996,30 - 34,33
Anguilla,1996,35 - 39,14
Anguilla,1996,40 +,7
Anguilla,1995,Total,167
Anguilla,1995,0 - 14,2
Anguilla,1995,15 - 19,16
Anguilla,1995,20 - 24,50
Anguilla,1995,25 - 29,51
Anguilla,1995,30 - 34,33
Anguilla,1995,35 - 39,12
Anguilla,1995,40 +,3
Anguilla,1994,Total,163
Anguilla,1994,0 - 14,1
Anguilla,1994,15 - 19,22
Anguilla,1994,20 - 24,40
Anguilla,1994,25 - 29,56
Anguilla,1994,30 - 34,28
Anguilla,1994,35 - 39,14
Anguilla,1994,40 +,2
Anguilla,1993,Total,171
Anguilla,1993,0 - 14,1
Anguilla,1993,15 - 19,24
Anguilla,1993,20 - 24,47
Anguilla,1993,25 - 29,47
Anguilla,1993,30 - 34,35
Anguilla,1993,35 - 39,15
Anguilla,1993,40 +,2
Anguilla,1992,Total,141
Anguilla,1992,0 - 14,1
Anguilla,1992,15 - 19,18
Anguilla,1992,20 - 24,40
Anguilla,1992,25 - 29,43
Anguilla,1992,30 - 34,29
Anguilla,1992,35 - 39,9
Anguilla,1992,40 +,1
Anguilla,1991,Total,172
Anguilla,1991,0 - 14,1
Anguilla,1991,15 - 19,29
Anguilla,1991,20 - 24,47
Anguilla,1991,25 - 29,46
Anguilla,1991,30 - 34,33
Anguilla,1991,35 - 39,13
Anguilla,1991,40 +,3
Anguilla,1990,Total,159
Anguilla,1990,0 - 14,1
Anguilla,1990,15 - 19,21
Anguilla,1990,20 - 24,47
Anguilla,1990,25 - 29,45
Anguilla,1990,30 - 34,28
Anguilla,1990,35 - 39,13
Anguilla,1990,40 +,2
Anguilla,1990,Unknown,2
Anguilla,1989,Total,189
Anguilla,1989,0 - 14,4
Anguilla,1989,15 - 19,29
Anguilla,1989,20 - 24,54
Anguilla,1989,25 - 29,64
Anguilla,1989,30 - 34,27
Anguilla,1989,35 - 39,9
Anguilla,1989,40 +,2
Anguilla,1989,Unknown,0
Anguilla,1988,Total,160
Anguilla,1988,0 - 14,1
Anguilla,1988,15 - 19,33
Anguilla,1988,20 - 24,50
Anguilla,1988,25 - 29,47
Anguilla,1988,30 - 34,19
Anguilla,1988,35 - 39,9
Anguilla,1988,40 +,1
Antigua and Barbuda,1995,Total,1347
Antigua and Barbuda,1995,0 - 14,4
Antigua and Barbuda,1995,15 - 19,209
Antigua and Barbuda,1995,20 - 24,377
Antigua and Barbuda,1995,25 - 29,350
Antigua and Barbuda,1995,30 - 34,246
Antigua and Barbuda,1995,35 - 39,128
Antigua and Barbuda,1995,40 - 44,23
Antigua and Barbuda,1995,45 +,2
Antigua and Barbuda,1995,Unknown,8
Antigua and Barbuda,1994,Total,1271
Antigua and Barbuda,1994,0 - 14,8
Antigua and Barbuda,1994,15 - 19,176
Antigua and Barbuda,1994,20 - 24,331
Antigua and Barbuda,1994,25 - 29,365
Antigua and Barbuda,1994,30 - 34,258
Antigua and Barbuda,1994,35 - 39,108
Antigua and Barbuda,1994,40 +,23
Antigua and Barbuda,1994,Unknown,2
Antigua and Barbuda,1993,Total,1228
Antigua and Barbuda,1993,0 - 14,8
Antigua and Barbuda,1993,15 - 19,170
Antigua and Barbuda,1993,20 - 24,362
Antigua and Barbuda,1993,25 - 29,348
Antigua and Barbuda,1993,30 - 34,226
Antigua and Barbuda,1993,35 - 39,83
Antigua and Barbuda,1993,40 - 44,19
Antigua and Barbuda,1993,45 +,1
Antigua and Barbuda,1993,Unknown,11
Antigua and Barbuda,1992,Total,1256
Antigua and Barbuda,1992,0 - 14,11
Antigua and Barbuda,1992,15 - 19,183
Antigua and Barbuda,1992,20 - 24,349
Antigua and Barbuda,1992,25 - 29,333
Antigua and Barbuda,1992,30 - 34,243
Antigua and Barbuda,1992,35 - 39,109
Antigua and Barbuda,1992,40 +,20
Antigua and Barbuda,1992,Unknown,8
Antigua and Barbuda,1991,Total,1178
Antigua and Barbuda,1991,0 - 14,9
Antigua and Barbuda,1991,15 - 19,187
Antigua and Barbuda,1991,20 - 24,356
Antigua and Barbuda,1991,25 - 29,297
Antigua and Barbuda,1991,30 - 34,232
Antigua and Barbuda,1991,35 - 39,77
Antigua and Barbuda,1991,40 +,16
Antigua and Barbuda,1991,Unknown,4
Antigua and Barbuda,1986,Total,1130
Antigua and Barbuda,1986,0 - 14,8
Antigua and Barbuda,1986,15 - 19,237
Antigua and Barbuda,1986,20 - 24,366
Antigua and Barbuda,1986,25 - 29,296
Antigua and Barbuda,1986,30 - 34,155
Antigua and Barbuda,1986,35 - 39,58
Antigua and Barbuda,1986,40 - 44,7
Antigua and Barbuda,1986,45 +,0
Antigua and Barbuda,1986,Unknown,3
Antigua and Barbuda,1985,Total,1190
Antigua and Barbuda,1985,0 - 14,10
Antigua and Barbuda,1985,15 - 19,279
Antigua and Barbuda,1985,20 - 24,373
Antigua and Barbuda,1985,25 - 29,294
Antigua and Barbuda,1985,30 - 34,158
Antigua and Barbuda,1985,35 - 39,65
Antigua and Barbuda,1985,40 - 44,9
Antigua and Barbuda,1985,45 +,0
Antigua and Barbuda,1985,Unknown,2
Antigua and Barbuda,1984,Total,1126
Antigua and Barbuda,1984,0 - 14,12
Antigua and Barbuda,1984,15 - 19,277
Antigua and Barbuda,1984,20 - 24,386
Antigua and Barbuda,1984,25 - 29,238
Antigua and Barbuda,1984,30 - 34,142
Antigua and Barbuda,1984,35 - 39,55
Antigua and Barbuda,1984,40 - 44,10
Antigua and Barbuda,1984,45 +,1
Antigua and Barbuda,1984,Unknown,5
Antigua and Barbuda,1983,Total,1174
Antigua and Barbuda,1983,0 - 14,17
Antigua and Barbuda,1983,15 - 19,312
Antigua and Barbuda,1983,20 - 24,344
Antigua and Barbuda,1983,25 - 29,290
Antigua and Barbuda,1983,30 - 34,160
Antigua and Barbuda,1983,35 - 39,44
Antigua and Barbuda,1983,40 - 44,3
Antigua and Barbuda,1983,45 - 49,2
Antigua and Barbuda,1983,50 +,0
Antigua and Barbuda,1983,Unknown,2
Antigua and Barbuda,1982,Total,1152
Antigua and Barbuda,1982,0 - 14,17
Antigua and Barbuda,1982,15 - 19,315
Antigua and Barbuda,1982,20 - 24,405
Antigua and Barbuda,1982,25 - 29,229
Antigua and Barbuda,1982,30 - 34,129
Antigua and Barbuda,1982,35 - 39,44
Antigua and Barbuda,1982,40 - 44,13
Antigua and Barbuda,1982,45 - 49,0
Antigua and Barbuda,1982,50 +,0
Antigua and Barbuda,1982,Unknown,0
Antigua and Barbuda,1981,Total,1177
Antigua and Barbuda,1981,0 - 14,16
Antigua and Barbuda,1981,15 - 19,303
Antigua and Barbuda,1981,20 - 24,397
Antigua and Barbuda,1981,25 - 29,271
Antigua and Barbuda,1981,30 - 34,123
Antigua and Barbuda,1981,35 - 39,45
Antigua and Barbuda,1981,40 - 44,7
Antigua and Barbuda,1981,45 - 49,1
Antigua and Barbuda,1981,50 +,0
Antigua and Barbuda,1981,Unknown,14
Antigua and Barbuda,1980,Total,1238
Antigua and Barbuda,1980,0 - 14,10
Antigua and Barbuda,1980,15 - 19,365
Antigua and Barbuda,1980,20 - 24,399
Antigua and Barbuda,1980,25 - 29,237
Antigua and Barbuda,1980,30 - 34,135
Antigua and Barbuda,1980,35 - 39,42
Antigua and Barbuda,1980,40 - 44,11
Antigua and Barbuda,1980,45 - 49,1
Antigua and Barbuda,1980,50 +,0
Antigua and Barbuda,1980,Unknown,38
Antigua and Barbuda,1979,Total,1397
Antigua and Barbuda,1979,0 - 14,9
Antigua and Barbuda,1979,15 - 19,376
Antigua and Barbuda,1979,20 - 24,468
Antigua and Barbuda,1979,25 - 29,259
Antigua and Barbuda,1979,30 - 34,158
Antigua and Barbuda,1979,35 - 39,65
Antigua and Barbuda,1979,40 - 44,14
Antigua and Barbuda,1979,45 - 49,1
Antigua and Barbuda,1979,50 +,0
Antigua and Barbuda,1979,Unknown,47
Antigua and Barbuda,1978,Total,1342
Antigua and Barbuda,1978,0 - 14,10
Antigua and Barbuda,1978,15 - 19,368
Antigua and Barbuda,1978,20 - 24,433
Antigua and Barbuda,1978,25 - 29,298
Antigua and Barbuda,1978,30 - 34,152
Antigua and Barbuda,1978,35 - 39,45
Antigua and Barbuda,1978,40 - 44,23
Antigua and Barbuda,1978,45 - 49,0
Antigua and Barbuda,1978,50 +,0
Antigua and Barbuda,1978,Unknown,13
Antigua and Barbuda,1977,Total,1429
Antigua and Barbuda,1977,0 - 14,8
Antigua and Barbuda,1977,15 - 19,352
Antigua and Barbuda,1977,20 - 24,506
Antigua and Barbuda,1977,25 - 29,288
Antigua and Barbuda,1977,30 - 34,161
Antigua and Barbuda,1977,35 - 39,61
Antigua and Barbuda,1977,40 - 44,28
Antigua and Barbuda,1977,45 - 49,2
Antigua and Barbuda,1977,50 +,0
Antigua and Barbuda,1977,Unknown,23
Antigua and Barbuda,1975,Total,1362
Antigua and Barbuda,1975,0 - 14,9
Antigua and Barbuda,1975,15 - 19,358
Antigua and Barbuda,1975,20 - 24,430
Antigua and Barbuda,1975,25 - 29,279
Antigua and Barbuda,1975,30 - 34,133
Antigua and Barbuda,1975,35 - 39,82
Antigua and Barbuda,1975,40 - 44,28
Antigua and Barbuda,1975,45 - 49,4
Antigua and Barbuda,1975,50 +,0
Antigua and Barbuda,1975,Unknown,39
Antigua and Barbuda,1974,Total,1274
Antigua and Barbuda,1974,0 - 14,12
Antigua and Barbuda,1974,15 - 19,349
Antigua and Barbuda,1974,20 - 24,374
Antigua and Barbuda,1974,25 - 29,277
Antigua and Barbuda,1974,30 - 34,124
Antigua and Barbuda,1974,35 - 39,78
Antigua and Barbuda,1974,40 - 44,29
Antigua and Barbuda,1974,45 - 49,6
Antigua and Barbuda,1974,50 +,0
Antigua and Barbuda,1974,Unknown,25
Antigua and Barbuda,1973,Total,1257
Antigua and Barbuda,1973,0 - 14,19
Antigua and Barbuda,1973,15 - 19,347
Antigua and Barbuda,1973,20 - 24,359
Antigua and Barbuda,1973,25 - 29,258
Antigua and Barbuda,1973,30 - 34,134
Antigua and Barbuda,1973,35 - 39,76
Antigua and Barbuda,1973,40 - 44,30
Antigua and Barbuda,1973,45 - 49,2
Antigua and Barbuda,1973,50 +,0
Antigua and Barbuda,1973,Unknown,32
Antigua and Barbuda,1972,Total,1552
Antigua and Barbuda,1972,0 - 14,15
Antigua and Barbuda,1972,15 - 19,386
Antigua and Barbuda,1972,20 - 24,467
Antigua and Barbuda,1972,25 - 29,320
Antigua and Barbuda,1972,30 - 34,175
Antigua and Barbuda,1972,35 - 39,106
Antigua and Barbuda,1972,40 - 44,34
Antigua and Barbuda,1972,45 - 49,5
Antigua and Barbuda,1972,50 +,1
Antigua and Barbuda,1972,Unknown,43
Argentina,2011,Total,758042
Argentina,2011,0 - 14,3156
Argentina,2011,15 - 19,115856
Argentina,2011,20 - 24,186004
Argentina,2011,25 - 29,173015
Argentina,2011,30 - 34,161321
Argentina,2011,35 - 39,87141
Argentina,2011,40 - 44,22665
Argentina,2011,45 - 49,1537
Argentina,2011,50 +,129
Argentina,2011,Unknown,7218
Argentina,2010,Total,756176
Argentina,2010,0 - 14,3117
Argentina,2010,15 - 19,114474
Argentina,2010,20 - 24,184399
Argentina,2010,25 - 29,174780
Argentina,2010,30 - 34,160524
Argentina,2010,35 - 39,84658
Argentina,2010,40 - 44,21363
Argentina,2010,45 - 49,1527
Argentina,2010,50 +,88
Argentina,2010,Unknown,11246
Argentina,2009,Total,745336
Argentina,2009,0 - 14,3346
Argentina,2009,15 - 19,113478
Argentina,2009,20 - 24,182747
Argentina,2009,25 - 29,178935
Argentina,2009,30 - 34,155464
Argentina,2009,35 - 39,81397
Argentina,2009,40 - 44,20840
Argentina,2009,45 - 49,1440
Argentina,2009,50 +,106
Argentina,2009,Unknown,7583
Argentina,2008,Total,746460
Argentina,2008,0 - 14,2937
Argentina,2008,15 - 19,112034
Argentina,2008,20 - 24,183265
Argentina,2008,25 - 29,184978
Argentina,2008,30 - 34,153805
Argentina,2008,35 - 39,80258
Argentina,2008,40 - 44,20824
Argentina,2008,45 - 49,1535
Argentina,2008,50 +,95
Argentina,2008,Unknown,6729
Argentina,2007,Total,700792
Argentina,2007,0 - 14,2841
Argentina,2007,15 - 19,106720
Argentina,2007,20 - 24,174679
Argentina,2007,25 - 29,175632
Argentina,2007,30 - 34,139393
Argentina,2007,35 - 39,73532
Argentina,2007,40 - 44,19879
Argentina,2007,45 - 49,1428
Argentina,2007,50 +,69
Argentina,2007,Unknown,6619
Argentina,2006,Total,696451
Argentina,2006,0 - 14,2766
Argentina,2006,15 - 19,103885
Argentina,2006,20 - 24,174342
Argentina,2006,25 - 29,176931
Argentina,2006,30 - 34,139003
Argentina,2006,35 - 39,73177
Argentina,2006,40 - 44,19866
Argentina,2006,45 - 49,1405
Argentina,2006,50 +,83
Argentina,2006,Unknown,4993
Argentina,2005,Total,712220
Argentina,2005,0 - 14,2699
Argentina,2005,15 - 19,104410
Argentina,2005,20 - 24,177813
Argentina,2005,25 - 29,182778
Argentina,2005,30 - 34,141689
Argentina,2005,35 - 39,73194
Argentina,2005,40 - 44,21382
Argentina,2005,45 - 49,1488
Argentina,2005,50 +,87
Argentina,2005,Unknown,6680
Argentina,2004,Total,736261
Argentina,2004,0 - 14,2629
Argentina,2004,15 - 19,103809
Argentina,2004,20 - 24,191218
Argentina,2004,25 - 29,189560
Argentina,2004,30 - 34,144983
Argentina,2004,35 - 39,74936
Argentina,2004,40 - 44,21997
Argentina,2004,45 - 49,1392
Argentina,2004,50 +,102
Argentina,2004,Unknown,5635
Argentina,2003,Total,697952
Argentina,2003,0 - 14,2763
Argentina,2003,15 - 19,92461
Argentina,2003,20 - 24,184155
Argentina,2003,25 - 29,179107
Argentina,2003,30 - 34,137359
Argentina,2003,35 - 39,71497
Argentina,2003,40 - 44,20674
Argentina,2003,45 - 49,1438
Argentina,2003,50 +,92
Argentina,2003,Unknown,8406
Argentina,2002,Total,694684
Argentina,2002,0 - 14,3270
Argentina,2002,15 - 19,98483
Argentina,2002,20 - 24,190368
Argentina,2002,25 - 29,174606
Argentina,2002,30 - 34,132276
Argentina,2002,35 - 39,68718
Argentina,2002,40 - 44,20193
Argentina,2002,45 - 49,1446
Argentina,2002,50 +,109
Argentina,2002,Unknown,5215
Argentina,2001,Total,683495
Argentina,2001,0 - 14,3022
Argentina,2001,15 - 19,97060
Argentina,2001,20 - 24,188415
Argentina,2001,25 - 29,170748
Argentina,2001,30 - 34,128521
Argentina,2001,35 - 39,68162
Argentina,2001,40 - 44,19658
Argentina,2001,45 - 49,1417
Argentina,2001,50 +,98
Argentina,2001,Unknown,6394
Argentina,2000,Total,701878
Argentina,2000,0 - 14,3208
Argentina,2000,15 - 19,103129
Argentina,2000,20 - 24,192871
Argentina,2000,25 - 29,176768
Argentina,2000,30 - 34,129374
Argentina,2000,35 - 39,69733
Argentina,2000,40 - 44,19767
Argentina,2000,45 - 49,1575
Argentina,2000,50 +,163
Argentina,2000,Unknown,5290
Argentina,1999,Total,686748
Argentina,1999,0 - 14,3095
Argentina,1999,15 - 19,102451
Argentina,1999,20 - 24,186604
Argentina,1999,25 - 29,171819
Argentina,1999,30 - 34,126596
Argentina,1999,35 - 39,68453
Argentina,1999,40 - 44,20056
Argentina,1999,45 - 49,1617
Argentina,1999,50 +,146
Argentina,1999,Unknown,5911
Argentina,1998,Total,683301
Argentina,1998,0 - 14,2860
Argentina,1998,15 - 19,104997
Argentina,1998,20 - 24,183532
Argentina,1998,25 - 29,170980
Argentina,1998,30 - 34,125232
Argentina,1998,35 - 39,67910
Argentina,1998,40 - 44,19620
Argentina,1998,45 - 49,1590
Argentina,1998,50 +,196
Argentina,1998,Unknown,6384
Argentina,1997,Total,692357
Argentina,1997,0 - 14,3292
Argentina,1997,15 - 19,108606
Argentina,1997,20 - 24,182886
Argentina,1997,25 - 29,171891
Argentina,1997,30 - 34,126264
Argentina,1997,35 - 39,67292
Argentina,1997,40 - 44,19458
Argentina,1997,45 - 49,1572
Argentina,1997,50 +,219
Argentina,1997,Unknown,10877
Argentina,1996,Total,675437
Argentina,1996,0 - 14,3185
Argentina,1996,15 - 19,102524
Argentina,1996,20 - 24,177902
Argentina,1996,25 - 29,167851
